,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
8345,Seattle,Spring 2025,INFO   330,Databases and Data Modeling,"Introduction to database systems, focused on relational models, languages, and systems and the application of conceptual, logical, and physical database design. Key topics include the relational model, SQL, entity-relationship modeling, three-tier architectures, implementation of database applications, and non-relational databases. Links data modeling decisions to social justice outcomes.",laboratory,BA,5,T,3:30 PM - 4:20 PM,MGH,430,None,5,RSN,15577,10,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20330/details,INFO330,3.6115646258503395,3.9,0.7169806627565419,44.44444444444444,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,8.0,5.0,8.0,11.0,8.0,14.0,9.0,36.0,11.0,12.0,26.0,29.0,41.0,36.0,72.0,72.0,106.0,109.0,144.0,168.0,784.0,15:30,16:20,INFO,No Match,,,,,,,,,,,,,,INFO330,INFO330BSpring2025
8346,Seattle,Spring 2025,INFO   330,Databases and Data Modeling,"Introduction to database systems, focused on relational models, languages, and systems and the application of conceptual, logical, and physical database design. Key topics include the relational model, SQL, entity-relationship modeling, three-tier architectures, implementation of database applications, and non-relational databases. Links data modeling decisions to social justice outcomes.",laboratory,BB,5,W,4:30 PM - 5:20 PM,MGH,430,None,5,RSN,15578,19,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20330/details,INFO330,3.6115646258503395,3.9,0.7169806627565419,44.44444444444444,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,8.0,5.0,8.0,11.0,8.0,14.0,9.0,36.0,11.0,12.0,26.0,29.0,41.0,36.0,72.0,72.0,106.0,109.0,144.0,168.0,784.0,16:30,17:20,INFO,No Match,,,,,,,,,,,,,,INFO330,INFO330BSpring2025
8348,Seattle,Spring 2025,INFO   330,Databases and Data Modeling,"Introduction to database systems, focused on relational models, languages, and systems and the application of conceptual, logical, and physical database design. Key topics include the relational model, SQL, entity-relationship modeling, three-tier architectures, implementation of database applications, and non-relational databases. Links data modeling decisions to social justice outcomes.",laboratory,CA,5,W,3:30 PM - 4:20 PM,MGH,430,None,5,RSN,15580,16,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20330/details,INFO330,3.6115646258503395,3.9,0.7169806627565419,44.44444444444444,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,8.0,5.0,8.0,11.0,8.0,14.0,9.0,36.0,11.0,12.0,26.0,29.0,41.0,36.0,72.0,72.0,106.0,109.0,144.0,168.0,784.0,15:30,16:20,INFO,No Match,,,,,,,,,,,,,,INFO330,INFO330CSpring2025
8349,Seattle,Spring 2025,INFO   330,Databases and Data Modeling,"Introduction to database systems, focused on relational models, languages, and systems and the application of conceptual, logical, and physical database design. Key topics include the relational model, SQL, entity-relationship modeling, three-tier architectures, implementation of database applications, and non-relational databases. Links data modeling decisions to social justice outcomes.",laboratory,CB,5,Th,4:30 PM - 5:20 PM,MGH,430,None,5,RSN,15581,13,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20330/details,INFO330,3.6115646258503395,3.9,0.7169806627565419,44.44444444444444,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,8.0,5.0,8.0,11.0,8.0,14.0,9.0,36.0,11.0,12.0,26.0,29.0,41.0,36.0,72.0,72.0,106.0,109.0,144.0,168.0,784.0,16:30,17:20,INFO,No Match,,,,,,,,,,,,,,INFO330,INFO330CSpring2025
8352,Seattle,Summer 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,AA,5,,,,,None,5,RSN,11704,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,,,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340ASummer2025
8353,Seattle,Summer 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,AB,5,,,,,None,5,RSN,11705,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,,,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340ASummer2025
8355,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,AA,5,M,4:30 PM - 5:20 PM,MGH,430,None,5,RSN,15584,37,37,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,16:30,17:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340ASpring2025
8356,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,AB,5,T,1:30 PM - 2:20 PM,MGH,430,None,5,RSN,15585,38,38,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,13:30,14:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340ASpring2025
8358,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,BA,5,M,12:30 PM - 1:20 PM,MGH,430,None,5,RSN,15587,25,38,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,12:30,13:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340BSpring2025
8359,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,BB,5,T,11:30 AM - 12:20 PM,MGH,430,None,5,RSN,15588,10,37,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,11:30,12:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340BSpring2025
8361,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,CA,5,T,9:30 AM - 10:20 AM,MGH,334,None,5,RSN,15590,3,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340CSpring2025
8362,Seattle,Spring 2025,INFO   340,Client-Side Development,"Introduction to client-side development on the internet, including markup, programming languages, protocols, libraries, and frameworks for creating and maintaining usable and accessible, interactive applications.",laboratory,CB,5,T,10:30 AM - 11:20 AM,MGH,334,None,5,RSN,15591,6,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20340/details,INFO340,3.497530864197531,3.8,0.8509114764522568,39.56496178718401,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,6.0,4.0,3.0,14.0,9.0,18.0,9.0,10.0,15.0,17.0,10.0,30.0,17.0,37.0,40.0,40.0,50.0,45.0,79.0,70.0,98.0,197.0,131.0,673.0,10:30,11:20,INFO,No Match,,,,,,,,,,,,,,INFO340,INFO340CSpring2025
8376,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,AA,5,M,7:30 PM - 8:20 PM,DEN,212,None,5,RSN,15601,24,33,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,19:30,20:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370ASpring2025
8377,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,AB,5,T,4:30 PM - 5:20 PM,DEM,112,None,5,RSN,15602,26,32,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,16:30,17:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370ASpring2025
8379,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,BA,5,M,7:30 PM - 8:20 PM,DEN,212,None,5,RSN,15604,2,2,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,19:30,20:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370BSpring2025
8380,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,BB,5,T,4:30 PM - 5:20 PM,DEM,112,None,5,RSN,15605,2,3,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,16:30,17:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370BSpring2025
8382,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,CA,5,W,9:30 AM - 10:20 AM,JHN,026,None,5,RSN,15607,33,33,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370CSpring2025
8383,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,CB,5,W,10:30 AM - 11:20 AM,MGH,234,None,5,RSN,15608,32,32,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,10:30,11:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370CSpring2025
8385,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,DA,5,W,9:30 AM - 10:20 AM,JHN,026,None,5,RSN,15610,2,2,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370DSpring2025
8386,Seattle,Spring 2025,INFO   370,Core Methods in Data Science,"Surveys the major topics within data science, including data ingestion, cloud computing, statistical inference, machine learning, information visualization, and data ethics. Includes programming in R and Python.",laboratory,DB,5,W,10:30 AM - 11:20 AM,MGH,234,None,5,RSN,15611,3,3,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20370/details,INFO370,3.6247872340425533,3.9,0.7858674956302075,46.27659574468085,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,9.0,22.0,22.0,19.0,18.0,28.0,44.0,61.0,118.0,87.0,435.0,10:30,11:20,INFO,No Match,,,,,,,,,,,,,,INFO370,INFO370DSpring2025
8388,Seattle,Spring 2025,INFO   371,Advanced Methods in Data Science,"Introduces modern methods in applied data science. Emphasizes practical applications and analysis of real-world data through a survey of common techniques in supervised and unsupervised machine learning, and methods for experimental design and causal inference. Students learn functional, procedural, and statistical programming techniques for working with data.",laboratory,AA,5,T,9:30 AM - 10:20 AM,MGH,228,None,5,RSN,15613,33,33,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20371/details,INFO371,3.5474480151228733,3.9,0.8586037978614521,48.20415879017013,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,5.0,9.0,5.0,12.0,11.0,10.0,8.0,14.0,27.0,18.0,24.0,41.0,42.0,255.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO371,INFO371ASpring2025
8389,Seattle,Spring 2025,INFO   371,Advanced Methods in Data Science,"Introduces modern methods in applied data science. Emphasizes practical applications and analysis of real-world data through a survey of common techniques in supervised and unsupervised machine learning, and methods for experimental design and causal inference. Students learn functional, procedural, and statistical programming techniques for working with data.",laboratory,AB,5,W,9:30 AM - 10:20 AM,MGH,254,None,5,RSN,15614,32,32,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20371/details,INFO371,3.5474480151228733,3.9,0.8586037978614521,48.20415879017013,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,5.0,9.0,5.0,12.0,11.0,10.0,8.0,14.0,27.0,18.0,24.0,41.0,42.0,255.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO371,INFO371ASpring2025
8391,Seattle,Spring 2025,INFO   371,Advanced Methods in Data Science,"Introduces modern methods in applied data science. Emphasizes practical applications and analysis of real-world data through a survey of common techniques in supervised and unsupervised machine learning, and methods for experimental design and causal inference. Students learn functional, procedural, and statistical programming techniques for working with data.",laboratory,BA,5,T,9:30 AM - 10:20 AM,MGH,228,None,5,RSN,15616,2,2,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20371/details,INFO371,3.5474480151228733,3.9,0.8586037978614521,48.20415879017013,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,5.0,9.0,5.0,12.0,11.0,10.0,8.0,14.0,27.0,18.0,24.0,41.0,42.0,255.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO371,INFO371BSpring2025
8392,Seattle,Spring 2025,INFO   371,Advanced Methods in Data Science,"Introduces modern methods in applied data science. Emphasizes practical applications and analysis of real-world data through a survey of common techniques in supervised and unsupervised machine learning, and methods for experimental design and causal inference. Students learn functional, procedural, and statistical programming techniques for working with data.",laboratory,BB,5,W,9:30 AM - 10:20 AM,MGH,254,None,5,RSN,15617,3,3,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20371/details,INFO371,3.5474480151228733,3.9,0.8586037978614521,48.20415879017013,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,5.0,9.0,5.0,12.0,11.0,10.0,8.0,14.0,27.0,18.0,24.0,41.0,42.0,255.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO371,INFO371BSpring2025
8394,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,AA,5,T,9:30 AM - 10:20 AM,MGH,430,None,5,,15619,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380ASpring2025
8395,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,AB,5,W,8:30 AM - 9:20 AM,MGH,430,None,5,,15620,33,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,08:30,09:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380ASpring2025
8397,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,BA,5,T,10:30 AM - 11:20 AM,MGH,430,None,5,,15622,32,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,10:30,11:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380BSpring2025
8398,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,BB,5,W,9:30 AM - 10:20 AM,MGH,430,None,5,,15623,16,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,09:30,10:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380BSpring2025
8400,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,CA,5,W,12:30 PM - 1:20 PM,MGH,430,None,5,,15625,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,12:30,13:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380CSpring2025
8401,Seattle,Spring 2025,INFO   380,Product and Information Systems Management ,"Provides students with the skills to design information systems and software. Students learn how to identify and analyze system needs in terms of organizational and stakeholder goals, system functionality, and the constraints in which it must operate. Students learn analysis and design methods to gather, model, and define system requirements.",laboratory,CB,5,Th,1:30 PM - 2:20 PM,MGH,430,None,5,,15626,27,35,https://course-app-api.planning.sis.uw.edu/api/courses/INFO%20380/details,INFO380,3.816164207825529,4.0,0.39495914645123553,57.92174470814625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,7.0,7.0,14.0,20.0,14.0,18.0,39.0,56.0,62.0,76.0,159.0,152.0,903.0,13:30,14:20,INFO,No Match,,,,,,,,,,,,,,INFO380,INFO380CSpring2025
8685,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BA,5,M,2:30 PM - 3:20 PM,CMU,226,None,5,NSc,17973,49,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,14:30,15:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
